name,website,size,industry,city,address,phone,product_jobs,design_jobs,ux_jobs,source,notes
69 Best Startups in Prague to Watch in 2026,https://www.seedtable.com/best-startups-in-prague,,,Prague,,,1,1,1,google_search,
535 Top startups in Prague for March 2026,https://www.startupblink.com/top-startups/prague-cz,,,Prague,,,0,1,0,google_search,
Pracovní příležitosti pro 591 Saas v lokalitě Česko (33 nových),https://cz.linkedin.com/jobs/saas-jobs,,,Prague,,,1,0,0,google_search,
"FinTech SaaS in Prague, Czech Republic",https://tracxn.com/d/explore/fintech-saas-startups-in-prague-czech-republic/__LRhrIExwn-ekA-0cZbdP4lCmdkGxuxgZbj07AkkaZp4,,,Prague,,,0,0,0,google_search,
Top 57 Prague Startups to Watch in 2026,https://www.failory.com/startups/prague,,,Prague,,,1,0,0,google_search,
"29 Remote, Hybrid & Onsite SaaS Jobs in Czech Republic",https://meetfrank.com/remote-saas-jobs-in-czech-republic,,,Prague,,,1,1,1,google_search,
70 Startup Jobs in Prague (March 2026),https://topstartups.io/jobs/?job_location=Prague,,,Prague,,,1,1,1,google_search,
SaaS Companies in Prague,https://prague.startups-list.com/startups/SaaS,,,Prague,,,0,0,1,google_search,
Czech Fintech Association,https://czechfintech.cz/en/,,,Prague,,,1,1,1,google_search,
"FINTECH Company s.r.o. , Praha IČO 22155180",https://rejstrik-firem.kurzy.cz/22155180/fintech-company-sro/,,,Prague,,,1,0,0,google_search,
Organizations,https://www.innovateprague.eu/en/organizations/,,,Prague,,,1,1,1,google_search,
Czech,https://www.fintechhubeurope.com/czech/,,,Prague,,,1,1,1,google_search,
Organizations catalog,https://czechdigitalsolutions.cz/en/organizations/?categories=add2b9b3-104f-448c-a2d4-8790063cb74c,,,Prague,,,1,0,0,google_search,
ECOMMERCE PRAGUE,https://www.ecommerceprague.cz/,,,Prague,,,1,1,1,google_search,
Global Ecommerce Congress 2026 – největší e-commerce událost roku,https://byznys.hn.cz/c1-67851130-zive-global-ecommerce-congress-2026-nejvetsi-e-commerce-udalost-roku,,,Prague,,,1,1,1,google_search,
The 10 Best E-Commerce Agencies in Prague,https://www.sortlist.com/ecommerce/prague-hlavni-mesto-praha-cz,,,Prague,,,1,1,0,google_search,
Czech Online Expo 2026,https://www.czechonlineexpo.cz/,,,Prague,,,1,1,1,google_search,
ECOMMERCE PRAGUE (@ecommerceprague),https://www.instagram.com/ecommerceprague/,,,Prague,,,0,0,0,google_search,
E-commerce,https://www.quanti.cz/en/sluzby/e-commerce,,,Prague,,,0,0,1,google_search,
GECOM,https://www.gecomcon.com/,,,Prague,,,1,1,1,google_search,
Shaping the Future,https://www.cybersecurityhub.cz/en,,,Prague,,,1,1,1,google_search,
We are one of the leaders in cybersecurity,https://www.corpus.cz/en/,,,Prague,,,0,0,0,google_search,
Cybersecurity & Penetration Testing,https://www.integra.cz/en/,,,Prague,,,1,0,0,google_search,
"Prague, Czech Republic",https://www.cybersecurityintelligence.com/location/czech-republic/prague/,,,Prague,,,1,1,1,google_search,
National Cyber and Information Security Agency,https://nukib.gov.cz/en/,,,Prague,,,1,1,1,google_search,
Look AI Ventures,https://lookai.vc/,,,Prague,,,1,1,1,google_search,
Transforming Prague into a significant European AI hub,https://prg.ai/en/,,,Prague,,,1,1,0,google_search,
Building an AI startup: Discussion with Tomáš Gogár (Rossum) and Martin ...,https://www.miton.cz/en/blog/building-an-ai-startup-discussion-with-tomas-gogar-rossum-and-martin-schmid-equilibre/,,,Prague,,,1,0,0,google_search,
AI Startup Incubator,https://www.startupjobs.com/startup/ai-startup-incubator,,,Prague,,,1,1,1,google_search,
The Cloud Provider I We level up your IT,https://thecloudprovider.cz/en/,,,Prague,,,0,0,0,google_search,
Private Cloud,https://www.airwaynet.cz/en/private-cloud/,,,Prague,,,1,1,1,google_search,
ZonerCloud,https://www.zonercloud.cz/,,,Prague,,,1,1,0,google_search,
Cloud Solutions v Prague 7,https://carrycode.in/cloud-solutions-in-prague-7-prague-czech-republic,,,Prague,,,0,0,1,google_search,
We are experts on the Cloud,https://flowup.cz/en/service/cloud-services,,,Prague,,,0,0,0,google_search,
Cloud Providers in Czechia,https://getdeploying.com/datacenters-in-czechia,,,Prague,,,0,0,0,google_search,
Cloudsvět,https://www.cloudsvet.cz/,,,Prague,,,0,0,0,google_search,
Cloud,https://www.cra.cz/ict-solutions/cloud,,,Prague,,,1,1,1,google_search,
Technology Centre Prague,https://nca.cz/en/members-and-partners/members-nca/technology-centre-prague/,,,Prague,,,1,1,1,google_search,
Tech transfer,https://www.uochb.cz/en/tech-transfer,,,Prague,,,0,0,1,google_search,
Akkodis Czech Republic,https://www.akkodis.com/en/czech-republic,,,Prague,,,1,1,0,google_search,
"Top Software Startups in Prague, Czech Republic",https://wellfound.com/startups/l/prague/software,,,Prague,,,0,0,0,google_search,
11 Top Tech Companies in Prague,https://builtin.com/articles/tech-companies-in-prague,,,Prague,,,1,0,0,google_search,
"65 software developer Jobs in Prague, March 2026","https://www.glassdoor.com/Job/prague-software-developer-jobs-SRCH_IL.0,6_IC2296178_KO7,25.htm",,,Prague,,,0,0,0,google_search,
IT services,https://www.digres.cz/en/it-services/,,,Prague,,,0,0,1,google_search,
Sii for Czech Republic: IT services and solutions company,https://siiforczech.cz/,,,Prague,,,1,1,0,google_search,
Top IT Services Companies in Czech Republic,https://www.goodfirms.co/it-services/czech-republic,,,Prague,,,0,0,0,google_search,
IT and business consulting services,https://www.cgi.com/ceska-republika/cs,,,Prague,,,1,1,1,google_search,
"Top 74 SaaS Companies in Prague, March 2026",https://getlatka.com/companies/countries/czech-republic/cities/prague,,,Prague,,,1,1,1,google_search,
Fingood: Investujte do firem nebo si půjčte na růst podnikání,https://www.fingood.cz/,,,Prague,,,1,1,1,google_search,
Finparáda.cz,https://www.finparada.cz/,,,Prague,,,1,0,1,google_search,
Top 100 Fintech Companies in Czechia (2026),https://ensun.io/search/fintech/czechia,,,Prague,,,0,0,0,google_search,
Fintech,https://www.czechtradeoffices.com/getattachment/51808562-0ce1-4322-8860-7984eff4ea76/Czech-fintech-industry.pdf,,,Prague,,,1,1,1,google_search,
E-Commerce Development in Prague,https://elitics.io/en/industries/ecommerce/prague,,,Prague,,,0,0,1,google_search,
Ecommerce Prague,https://www.facebook.com/p/Ecommerce-Prague-61553282948243/,,,Prague,,,1,1,1,google_search,
CyberArk,https://www.cyberark.com/resources/ebooks/addressing-security-compliance-with-privileged-access-management,,,Prague,,,0,0,1,google_search,
Novicom,https://www.novicom.cz/en/,,,Prague,,,1,1,1,google_search,
Rapid7 in Prague,https://careers.rapid7.com/rapid7-in-prague,,,Prague,,,1,1,1,google_search,
Mobile Apps,https://www.riganti.cz/en/mobile-apps,,,Prague,,,1,1,1,google_search,
Mobile App Development,https://www.codingbear.com/en/mobile-app-development,,,Prague,,,1,1,1,google_search,
Mobile application development,https://www.damidev.com/en/mobile-apps-development,,,Prague,,,0,0,1,google_search,
"Application development. Mobile, web, car, smart devices.",https://www.emanprague.com/en/,,,Prague,,,0,0,0,google_search,
Mobile SDK developer,https://niceprague.team/mobile-sdk-developer/,,,Prague,,,1,1,1,google_search,
IT company in Prague,https://pixel-mate.com/product-build,,,Prague,,,1,1,1,google_search,
Vývoj webových aplikací,https://www.masterapp.cz/en/web-applications/,,,Prague,,,1,1,0,google_search,
ORBIT: Cloud l Security l Modern Workplace l IT consolidation,https://www.orbit.cz/en/,,,Prague,,,1,0,0,google_search,
About us,https://www.gcsystem.cz/en-gb/about-us,,,Prague,,,1,1,1,google_search,
"Cloud, cloud services",https://www.casablanca.cz/en/cloud,,,Prague,,,1,1,1,google_search,
Cloud services,https://vc.vscht.cz/navody/cloud?jazyk=en,,,Prague,,,1,1,1,google_search,
"TANGO software, s.r.o.",,,Technologie,Prague,"Gagarinova 517/25, Drahovice, 36001 Karlovy Vary",,0,0,0,"ares,startupjobs",
MOKA SOFTWARE s.r.o.,,,,Prague,"Malátova 461/17, Smíchov, 15000 Praha 5",,1,1,0,ares,
Loy software s.r.o.,,,,Prague,"Primátorská 296/38, Libeň, 18000 Praha 8",,0,0,0,ares,
Výhodný Software s.r.o.,,,,Prague,"Ruská 56, Pražské Předměstí, 50601 Jičín",,0,0,0,ares,
MiriSys Software s.r.o.,,,,Prague,"Na Slanici 444, Louky, 76302 Zlín",,1,1,0,ares,
Amikon.net Software s.r.o.,,,,Prague,"Pavla Beneše 742/18, Letňany, 19900 Praha 9",,0,0,0,ares,
MENEON Software s.r.o.,,,,Prague,"č.p. 243, 76315 Veselá",,0,0,0,ares,
ydea software s.r.o. v likvidaci,,,,Prague,"Mariánské nám. 14, 68801 Uherský Brod",,0,0,0,ares,
IMMAGO SOFTWARE s.r.o. v likvidaci,,,,Prague,"Máchova 838/18, Vinohrady, 12000 Praha 2",,0,0,0,ares,
Avast Software s.r.o.,,,,Prague,"Pikrtova 1737/1a, Nusle, 14000 Praha 4",,1,1,1,ares,
InfoBuild Software CE s.r.o.,,,,Prague,"Primátorská 296/38, Libeň, 18000 Praha 8",,0,1,0,ares,
Intelligent Software s.r.o.,,,,Prague,"Svatopluka Čecha 2047/93, Královo Pole, 61200 Brno",,0,0,0,ares,
Saint-Étienne Software Groupe CE s.r.o.,,,,Prague,"Rybná 716/24, Staré Město, 11000 Praha 1",,1,0,0,ares,
Komora pro kvalitu software,,,,Prague,"Ječná 518/32, Nové Město, 12000 Praha 2",,0,0,0,ares,
"EASYCORE MEDIA LTD, organizační složka",,,,Prague,"Táborská 940/31, Nusle, 14000 Praha 4",,0,0,0,ares,
Realitní software České republiky a.s.,,,,Prague,"Hronětice 42, 28921 Kostomlaty nad Labem",,0,0,0,ares,
cadwork software s.r.o.,,,,Prague,"Na Mokřinách 126/1, Edrovice, 79501 Rýmařov",,0,0,0,ares,
DWZ software s.r.o.,,,,Prague,"Ve Vlaštovce 179, 28932 Oskořínek",,0,0,0,ares,
Efektivní software s.r.o.,,,,Prague,"Ve Vlaštovce 179, 28932 Oskořínek",,0,0,0,ares,
Generated Software s.r.o.,,,,Prague,"Týmlova 164/1, Michle, 14000 Praha 4",,0,0,0,ares,
Hardware Software services v.o.s.,,,,Prague,"Na břevnovské pláni 1361/67, Břevnov, 16900 Praha 6",,0,0,0,ares,
Infinion software s.r.o.,,,,Prague,"Poplužní 777/17, Hrabová, 72000 Ostrava",,0,0,0,ares,
Advisor Software s.r.o.,,,,Prague,"Za zámečkem 745/17, Jinonice, 15800 Praha 5",,0,0,0,ares,
MAXIMA MACHINES & SOFTWARE s.r.o.,,,,Prague,"Rybná 716/24, Staré Město, 11000 Praha 1",,0,0,0,ares,
JAVO software s.r.o.,,,,Prague,"Ve Smečkách 586/10, Nové Město, 11000 Praha 1",,1,0,0,ares,
Petr Schuster software s.r.o.,,,,Prague,"Mrázova 1331/34, Předměstí, 41201 Litoměřice",,0,0,0,ares,
HI Software a.s.,,,,Prague,"Ladova 389/10, Hejčín, 77900 Olomouc",,1,0,1,ares,
Limelick Software s.r.o.,,,,Prague,"Za Štěpnicí 364, 25203 Řitka",,0,0,0,ares,
VOK Software s.r.o.,,,,Prague,"č.p. 163, 25083 Zlatá",,0,0,0,ares,
MP Software s.r.o.,,,,Prague,"č.p. 75, 33007 Druztová",,0,0,0,ares,
VT software s.r.o.,,,,Prague,"Plzeňská 1270/97, Košíře, 15000 Praha 5",,0,0,0,ares,
ČAPEK SOFTWARE s.r.o.,,,,Prague,"Chittussiho 734/13, Slezská Ostrava, 71000 Ostrava",,1,1,0,ares,
"HAPL software, s.r.o.",,,,Prague,"Průmyslová 4273/3, 79601 Prostějov",,0,0,0,ares,
TRIM CORE SOFTWARE s.r.o.,,,,Prague,"Milíčova 3042/15, Moravská Ostrava, 70200 Ostrava",,1,1,0,ares,
WUBE SOFTWARE Ltd. odštěpný závod,,,,Prague,"Belgická 196/38, Vinohrady, 12000 Praha 2",,1,1,0,ares,
YAMACO Software s.r.o.,,,,Prague,"č.p. 79, 79803 Prostějovičky",,0,0,0,ares,
"IRIZ software s.r.o. ""v likvidaci""",,,,Prague,"Nádražní 601/159, Přívoz, 70200 Ostrava",,0,0,0,ares,
ZIROX SOFTWARE s.r.o.,,,,Prague,"Jičínská 226/17, Žižkov, 13000 Praha 3",,0,0,0,ares,
Depth Charge Software s.r.o.,,,,Prague,"Špitálka 167/21, Trnitá, 60200 Brno",,0,0,0,ares,
TYRION software s.r.o.,,,,Prague,"Veveří 496/69, Veveří, 60200 Brno",,0,0,0,ares,
BC Software s.r.o. v likvidaci,,,,Prague,"K Hájům 2671/8, Stodůlky, 15500 Praha 5",,0,0,0,ares,
ULRICH SOFTWARE s.r.o.,,,,Prague,"Pod Štandlem 776, Místek, 73801 Frýdek-Místek",,1,1,0,ares,
Stafox software s.r.o.,,,,Prague,"Zenklova 24/54, Libeň, 18000 Praha 8",,0,0,0,ares,
Kentico Software CZ s.r.o.,,,,Prague,"Nové sady 996/25, Staré Brno, 60200 Brno",,0,0,0,ares,
SHORTWAY software s.r.o.,,,,Prague,"Madridská 763/11, Vršovice, 10100 Praha 10",,0,0,0,ares,
Edulus software s.r.o.,,,,Prague,"Roháčova 145/14, Žižkov, 13000 Praha 3",,0,0,0,ares,
"Softcon, software consulting, s.r.o.",,,,Prague,"Evžena Rošického 2685/31, 58601 Jihlava",,0,0,0,ares,
Banys software s.r.o.,,,,Prague,"U Vorlíků 367/3, Bubeneč, 16000 Praha 6",,0,0,0,ares,
femCalc software s.r.o.,,,,Prague,"Hlavní 75, 25075 Nový Vestec",,1,1,0,ares,
Jamf Software s.r.o.,,,,Prague,"Moravské náměstí 1007/14, Veveří, 60200 Brno",,1,0,0,ares,
HY-HE software s.r.o.,,,,Prague,"Zengrova 480/27, Vítkovice, 70300 Ostrava",,1,1,0,ares,
"Skolaris Software, s.r.o.",,,,Prague,"Sochorova 3178/21, Žabovřesky, 61600 Brno",,0,0,0,ares,
MM SOFTWARE s.r.o.,,,,Prague,"nám. T. G. Masaryka 1281, 76001 Zlín",,0,0,0,ares,
"FALCON Software, s.r.o.",,,,Prague,"Bzí 54, 37365 Dolní Bukovsko",,0,0,0,ares,
Noble Software s.r.o.,,,,Prague,"Čechova 1178/31, 69002 Břeclav",,0,0,0,ares,
Systemio Software s.r.o.,,,,Prague,"Plynárenská 671, Kolín IV, 28002 Kolín",,0,0,0,ares,
Veeam Software (Czech Republic) s.r.o.,,,,Prague,"Sokolovská 695/115b, Karlín, 18600 Praha 8",,1,1,0,ares,
SQUID software s.r.o.,,,,Prague,"Marie Podvalové 930/7, Čakovice, 19600 Praha 9",,0,0,0,ares,
ADACTA SOFTWARE s.r.o.,,,,Prague,"Moravské náměstí 754/13, Veveří, 60200 Brno",,0,0,0,ares,
SPRITES SOFTWARE s.r.o.,,,,Prague,"Hřbitovní 24, Úštěk-Českolipské Předměstí, 41145 Úštěk",,0,0,0,ares,
Mareth software s.r.o.,,,,Prague,"Dělnická 742, 74901 Vítkov",,0,0,0,ares,
First Line Software s.r.o.,,,,Prague,"Na hřebenech II 1718/8, Nusle, 14000 Praha 4",,0,0,0,"ares,startupjobs",
RED.SYSTEMS SOFTWARE CZ s.r.o. v likvidaci,,,,Prague,"Roháčova 145/14, Žižkov, 13000 Praha 3",,1,0,0,ares,
GeSoft Software s.r.o.,,,,Prague,"Na Čečeličce 425/4, Smíchov, 15000 Praha 5",,1,0,0,ares,
A2B Software s.r.o.,,,,Prague,"Malý val 1552/9, 76701 Kroměříž",,0,0,0,ares,
ITL software s.r.o.,,,,Prague,"Padoly 47/32, 74723 Bolatice",,0,0,0,ares,
MFC Software s.r.o.,,,,Prague,"Tusarova 1216/53, Holešovice, 17000 Praha 7",,1,1,0,ares,
zReports Software s.r.o.,,,,Prague,"Neklanova 120/18, Vyšehrad, 12800 Praha 2",,1,0,0,ares,
DIAMOND SOFTWARE s.r.o.,,,,Prague,"Padoly 47/32, 74723 Bolatice",,1,0,0,ares,
"STONE software, s.r.o.",,,,Prague,"Světova 523/1, Libeň, 18000 Praha 8",,0,0,0,ares,
"CaberNet SoftWare, s.r.o.",,,,Prague,"Rejchova 4984/5, 58601 Jihlava",,0,0,0,ares,
Altisima software SE,,,,Prague,"Branická 26/43, Braník, 14700 Praha 4",,0,0,0,ares,
Mobile Software s.r.o.,,,,Prague,"Hlavní 291, 69156 Hrušky",,0,0,0,ares,
"Správa MŠ software, s.r.o.",,,,Prague,"Branická 213/53, Braník, 14700 Praha 4",,0,0,0,ares,
IDAP SOFTWARE s.r.o.,,,,Prague,"Makovského 1177/1, Řepy, 16300 Praha 6",,0,0,0,ares,
"Atom Software Studios, s.r.o.",,,,Prague,"Sokolovská 428/130, Karlín, 18600 Praha 8",,0,0,0,ares,
RAC software s.r.o.,,,,Prague,"Nad Ovčírnou II 1521, 76001 Zlín",,0,0,0,ares,
Leprechaun Software Development s.r.o.,,,,Prague,"Kampelíkova 798, Kukleny, 50004 Hradec Králové",,0,0,0,ares,
"NEURON SOFTWARE LTD., odštěpný závod v České republice",,,,Prague,"č.p. 1, 68301 Dražovice",,0,0,0,ares,
PTT Software s.r.o.,,,,Prague,"Konviktská 291/24, Staré Město, 11000 Praha 1",,0,0,0,ares,
SMAL Software Development s.r.o.,,,,Prague,"Rabochova 1006, 25262 Horoměřice",,0,0,0,ares,
HRUBY Software s.r.o.,,,,Prague,"Navrátilova 666/7, Nové Město, 11000 Praha 1",,0,0,0,ares,
Mibit Software s.r.o.,,,,Prague,"Vojtěšská 211/6, Nové Město, 11000 Praha 1",,0,0,0,ares,
"Software 21, s.r.o.",,,,Prague,"Geologická 575/2, Hlubočepy, 15200 Praha 5",,0,0,0,"ares,startupjobs",
Keen Software House s.r.o.,,,,Prague,"Na Petynce 213/23b, Břevnov, 16900 Praha 6",,1,1,0,ares,
"NASDA Software, s.r.o.",,,,Prague,"Mlýnská 534/3, Moravská Ostrava, 70200 Ostrava",,0,0,0,ares,
LSI Software s.r.o.,,,,Prague,"Roztylská 1860/1, Chodov, 14800 Praha 4",,0,0,0,ares,
SCOOP Software s.r.o.,,,,Prague,"Václavské náměstí 795/40, Nové Město, 11000 Praha 1",,1,1,1,ares,
Software House SE v likvidaci,,,,Prague,"Pernerova 691/42, Karlín, 18600 Praha 8",,0,0,0,ares,
"Software 42, s.r.o.",,,,Prague,"Kyjevská 2522/3, 25101 Říčany",,0,0,0,ares,
Stokkur Software s.r.o.,,,,Prague,"Varšavská 715/36, Vinohrady, 12000 Praha 2",,0,0,0,ares,
VIKLAN SOFTWARE s.r.o.,,,,Prague,"č.p. 142, 26256 Krásná Hora nad Vltavou",,1,0,0,ares,
s4ei software s.r.o.,,,,Prague,"č.p. 437, 67155 Blížkovice",,0,0,0,ares,
DL Software and Applications s.r.o.,,,,Prague,"Rybářská 590, 74722 Dolní Benešov",,0,0,0,ares,
Software Deals s.r.o.,,,,Prague,"Jaselská 1022, Valdické Předměstí, 50601 Jičín",,0,0,0,ares,
Výhodný Software dropshipping s.r.o.,,,,Prague,"Jaselská 1022, Valdické Předměstí, 50601 Jičín",,0,0,0,ares,
Vývoj software s.r.o.,,,,Prague,"Pražská 200, 39301 Pelhřimov",,1,0,0,ares,
"Vitrix Software, s.r.o.",,,,Prague,"Příběnická 971/18, Žižkov, 13000 Praha 3",,0,0,0,"ares,startupjobs",
COMEL SOFTWARE s.r.o.,,,,Prague,"Polní 285, 46303 Stráž nad Nisou",,0,0,0,ares,
Future Software Distribution s.r.o.,,,,Prague,"Spojovací 205/24, Vysočany, 19000 Praha 9",,0,0,0,ares,
Software service s.r.o.,,,,Prague,"Türkova 2319/5b, Chodov, 14900 Praha 4",,1,0,0,ares,
"Naše MŠ software, s. r. o.",,,,Prague,"Branická 213/53, Braník, 14700 Praha 4",,0,0,0,ares,
MODIA SOFTWARE a.s.,,,,Prague,"Křemencova 182/15, Nové Město, 11000 Praha 1",,0,0,0,ares,
Matějka Software s.r.o.,,,,Prague,"U Hájičku 673, 66456 Blučina",,0,0,0,ares,
Blue Software s.r.o.,,,,Prague,"Laponská 1185/3, Hloubětín, 19800 Praha 9",,0,0,0,ares,
EO Software Solutions s.r.o.,,,,Prague,"Ke Slivenci 11, Lochkov, 15400 Praha 5",,0,0,0,ares,
"Age of Software, SE",,,,Prague,"Na Pískovně 269/18, Suché Lazce, 74795 Opava",,1,0,0,ares,
Vocom software s.r.o.,,,,Prague,"Braunerova 563/7, Libeň, 18000 Praha 8",,0,0,0,ares,
M-line software s.r.o.,,,,Prague,"Pekárenská 761/77c, České Budějovice 4, 37004 České Budějovice",,0,0,0,"ares,startupjobs",
PERTLIK SOFTWARE s.r.o.,,,,Prague,"Mongolská 1469/38, Poruba, 70800 Ostrava",,0,1,0,ares,
AITI Software s.r.o.,,,,Prague,"Moravská 854/2, Doubravka, 31200 Plzeň",,0,0,0,ares,
TRIFID software s.r.o.,,,,Prague,"Rokycanova 114, Litomyšlské Předměstí, 56601 Vysoké Mýto",,0,0,0,ares,
FORMULA SOFTWARE s.r.o.,,,,Prague,"Optátova 708/37, Jundrov, 63700 Brno",,0,0,0,ares,
"ATACK software, s.r.o.",,,,Prague,"Žižkova 1168/26, Jižní Předměstí, 30100 Plzeň",,0,0,0,ares,
Reddot software development s.r.o.,,,,Prague,"Sulec 11, 44001 Toužetín",,0,0,0,ares,
ZZ software engineering s.r.o.,,,,Prague,"Benešovská 3217, Kročehlavy, 27201 Kladno",,1,0,0,ares,
HS Software s.r.o.,,,,Prague,"Bednářova 400/26, Horní Heršpice, 61900 Brno",,0,0,0,ares,
Vulcan Software s.r.o.,,,,Prague,"Na Hliněnce 454, 37842 Nová Včelnice",,0,0,0,ares,
Pineapple software s.r.o.,,,,Prague,"Hyacintová 3287/5, Záběhlice, 10600 Praha 10",,0,0,0,ares,
GFX software s.r.o.,,,,Prague,"Purkyňova 648/125, Medlánky, 61200 Brno",,0,0,0,ares,
Mavo Software s.r.o.,,,,Prague,"Petržílkova 2264/18, Stodůlky, 15800 Praha 5",,0,0,0,ares,
Mural Software s.r.o.,,,,Prague,"Bubenečská 496/53, Bubeneč, 16000 Praha 6",,0,0,0,ares,
"PRO100 software, spol. s r.o.",,,,Prague,"Kotlářská 259/17, Veveří, 60200 Brno",,0,0,0,ares,
Clever Software s.r.o.,,,,Prague,"Rybná 716/24, Staré Město, 11000 Praha 1",,1,0,0,ares,
Database software s.r.o.,,,,Prague,"Tvrdého 643, Letňany, 19900 Praha 9",,0,0,0,ares,
Effective Trading Software a.s.,,,,Prague,"Opletalova 921/6, Nové Město, 11000 Praha 1",,0,0,0,ares,
AURE Software s.r.o.,,,,Prague,"Hanušova 100/10, Lazce, 77900 Olomouc",,0,0,0,ares,
Svofia software s.r.o.,,,,Prague,"Ve Smyčce 2422/17, Ústí nad Labem-centrum, 40011 Ústí nad Labem",,0,0,0,ares,
OPLT Software s.r.o.,,,,Prague,"Plzeňská 3102, Kročehlavy, 27201 Kladno",,0,0,0,ares,
Brožek Software s.r.o.,,,,Prague,"28. října 554, 51101 Turnov",,0,0,0,ares,
Trixi software s.r.o.,,,,Prague,"Lomnického 1705/7, Nusle, 14000 Praha 4",,1,0,1,ares,
Agent Software s.r.o. v likvidaci,,,,Prague,"Nad zatáčkou 507/2, Dolní Měcholupy, 10700 Praha 10",,1,0,0,ares,
Katalpa software s.r.o.,,,,Prague,"Boloňská 603/17, Horní Měcholupy, 10900 Praha 10",,0,0,0,ares,
"Lazeux software integrations, s.r.o.",,,,Prague,"Rochovská 758/3, Hloubětín, 19800 Praha 9",,0,0,0,ares,
Try24Get Software s.r.o.,,,,Prague,"Olgy Havlové 2915/48, Žižkov, 13000 Praha 3",,0,0,0,ares,
Havlík Software s.r.o.,,,,Prague,"Bořetice 59, 28002 Červené Pečky",,1,0,0,ares,
Original Software s.r.o.,,,,Prague,"Krolmusova 498/21, Řepy, 16300 Praha 6",,0,0,0,ares,
Datura Software s.r.o.,,,,Prague,"Zelená 944/5, Bubeneč, 16000 Praha 6",,1,1,0,ares,
GIANTS Software CZ s.r.o.,,,,Prague,"Šumavská 525/33, Veveří, 60200 Brno",,0,0,0,"ares,startupjobs",
PaBa Software s.r.o.,,,,Prague,"Brabcova 1159/2, Podolí, 14700 Praha 4",,1,1,0,ares,
JPH Software s.r.o.,,,,Prague,"Čs. armády 1181, 56201 Ústí nad Orlicí",,1,0,1,ares,
"Affable Software, s.r.o.",,,,Prague,"Jindřišská 2037, Zelené Předměstí, 53002 Pardubice",,0,0,0,ares,
G-Nut Software s.r.o.,,,,Prague,"U hřiště 117, 25166 Senohraby",,0,0,0,ares,
IT TrillionBytes Software s.r.o.,,,,Prague,"Kurzova 2222/16, Stodůlky, 15500 Praha 5",,0,0,0,ares,
DKV software s.r.o.,,,,Prague,"Petrohradská 1570/5, Vršovice, 10100 Praha 10",,0,0,0,ares,
"Proconom Software, s.r.o.",,,,Prague,"nám. Soukenné 669/2a, Liberec IV-Perštýn, 46001 Liberec",,0,0,0,"ares,startupjobs",
ASaCS Software s.r.o.,,,,Prague,"Akátová 143, Lešany, 27751 Nelahozeves",,0,0,0,ares,
