name,website,size,industry,city,address,phone,product_jobs,design_jobs,ux_jobs,source,notes
69 Best Startups in Prague to Watch in 2026,https://www.seedtable.com/best-startups-in-prague,,,Prague,,,1,1,1,google_search,
535 Top startups in Prague for March 2026,https://www.startupblink.com/top-startups/prague-cz,,,Prague,,,0,1,0,google_search,
Pracovní příležitosti pro 591 Saas v lokalitě Česko (33 nových),https://cz.linkedin.com/jobs/saas-jobs,,,Prague,,,1,0,0,google_search,
"FinTech SaaS in Prague, Czech Republic",https://tracxn.com/d/explore/fintech-saas-startups-in-prague-czech-republic/__LRhrIExwn-ekA-0cZbdP4lCmdkGxuxgZbj07AkkaZp4,,,Prague,,,0,0,0,google_search,
Top 57 Prague Startups to Watch in 2026,https://www.failory.com/startups/prague,,,Prague,,,1,0,0,google_search,
"29 Remote, Hybrid & Onsite SaaS Jobs in Czech Republic",https://meetfrank.com/remote-saas-jobs-in-czech-republic,,,Prague,,,1,1,1,google_search,
70 Startup Jobs in Prague (March 2026),https://topstartups.io/jobs/?job_location=Prague,,,Prague,,,1,1,1,google_search,
SaaS Companies in Prague,https://prague.startups-list.com/startups/SaaS,,,Prague,,,0,0,1,google_search,
Czech Fintech Association,https://czechfintech.cz/en/,,,Prague,,,1,1,1,google_search,
"FINTECH Company s.r.o. , Praha IČO 22155180",https://rejstrik-firem.kurzy.cz/22155180/fintech-company-sro/,,,Prague,,,1,0,0,google_search,
Organizations,https://www.innovateprague.eu/en/organizations/,,,Prague,,,1,1,1,google_search,
Czech,https://www.fintechhubeurope.com/czech/,,,Prague,,,1,1,1,google_search,
Organizations catalog,https://czechdigitalsolutions.cz/en/organizations/?categories=add2b9b3-104f-448c-a2d4-8790063cb74c,,,Prague,,,1,0,0,google_search,
ECOMMERCE PRAGUE,https://www.ecommerceprague.cz/,,,Prague,,,1,1,1,google_search,
Global Ecommerce Congress 2026 – největší e-commerce událost roku,https://byznys.hn.cz/c1-67851130-zive-global-ecommerce-congress-2026-nejvetsi-e-commerce-udalost-roku,,,Prague,,,1,1,1,google_search,
The 10 Best E-Commerce Agencies in Prague,https://www.sortlist.com/ecommerce/prague-hlavni-mesto-praha-cz,,,Prague,,,1,1,0,google_search,
Czech Online Expo 2026,https://www.czechonlineexpo.cz/,,,Prague,,,1,1,1,google_search,
ECOMMERCE PRAGUE (@ecommerceprague),https://www.instagram.com/ecommerceprague/,,,Prague,,,0,0,0,google_search,
E-commerce,https://www.quanti.cz/en/sluzby/e-commerce,,,Prague,,,0,0,1,google_search,
GECOM,https://www.gecomcon.com/,,,Prague,,,1,1,1,google_search,
Shaping the Future,https://www.cybersecurityhub.cz/en,,,Prague,,,1,1,1,google_search,
We are one of the leaders in cybersecurity,https://www.corpus.cz/en/,,,Prague,,,0,0,0,google_search,
Cybersecurity & Penetration Testing,https://www.integra.cz/en/,,,Prague,,,1,0,0,google_search,
"Prague, Czech Republic",https://www.cybersecurityintelligence.com/location/czech-republic/prague/,,,Prague,,,1,1,1,google_search,
National Cyber and Information Security Agency,https://nukib.gov.cz/en/,,,Prague,,,1,1,1,google_search,
Look AI Ventures,https://lookai.vc/,,,Prague,,,1,1,1,google_search,
Transforming Prague into a significant European AI hub,https://prg.ai/en/,,,Prague,,,1,1,0,google_search,
Building an AI startup: Discussion with Tomáš Gogár (Rossum) and Martin ...,https://www.miton.cz/en/blog/building-an-ai-startup-discussion-with-tomas-gogar-rossum-and-martin-schmid-equilibre/,,,Prague,,,1,0,0,google_search,
AI Startup Incubator,https://www.startupjobs.com/startup/ai-startup-incubator,,,Prague,,,1,1,1,google_search,
The Cloud Provider I We level up your IT,https://thecloudprovider.cz/en/,,,Prague,,,0,0,0,google_search,
Private Cloud,https://www.airwaynet.cz/en/private-cloud/,,,Prague,,,1,1,1,google_search,
ZonerCloud,https://www.zonercloud.cz/,,,Prague,,,1,1,0,google_search,
Cloud Solutions v Prague 7,https://carrycode.in/cloud-solutions-in-prague-7-prague-czech-republic,,,Prague,,,0,0,1,google_search,
We are experts on the Cloud,https://flowup.cz/en/service/cloud-services,,,Prague,,,0,0,0,google_search,
Cloud Providers in Czechia,https://getdeploying.com/datacenters-in-czechia,,,Prague,,,0,0,0,google_search,
Cloudsvět,https://www.cloudsvet.cz/,,,Prague,,,0,0,0,google_search,
Cloud,https://www.cra.cz/ict-solutions/cloud,,,Prague,,,1,1,1,google_search,
Technology Centre Prague,https://nca.cz/en/members-and-partners/members-nca/technology-centre-prague/,,,Prague,,,1,1,1,google_search,
Tech transfer,https://www.uochb.cz/en/tech-transfer,,,Prague,,,0,0,1,google_search,
Akkodis Czech Republic,https://www.akkodis.com/en/czech-republic,,,Prague,,,1,1,0,google_search,
"Top Software Startups in Prague, Czech Republic",https://wellfound.com/startups/l/prague/software,,,Prague,,,0,0,0,google_search,
11 Top Tech Companies in Prague,https://builtin.com/articles/tech-companies-in-prague,,,Prague,,,1,0,0,google_search,
"65 software developer Jobs in Prague, March 2026","https://www.glassdoor.com/Job/prague-software-developer-jobs-SRCH_IL.0,6_IC2296178_KO7,25.htm",,,Prague,,,0,0,0,google_search,
IT services,https://www.digres.cz/en/it-services/,,,Prague,,,0,0,1,google_search,
Sii for Czech Republic: IT services and solutions company,https://siiforczech.cz/,,,Prague,,,1,1,0,google_search,
Top IT Services Companies in Czech Republic,https://www.goodfirms.co/it-services/czech-republic,,,Prague,,,0,0,0,google_search,
IT and business consulting services,https://www.cgi.com/ceska-republika/cs,,,Prague,,,1,1,1,google_search,
"Top 74 SaaS Companies in Prague, March 2026",https://getlatka.com/companies/countries/czech-republic/cities/prague,,,Prague,,,1,1,1,google_search,
Fingood: Investujte do firem nebo si půjčte na růst podnikání,https://www.fingood.cz/,,,Prague,,,1,1,1,google_search,
Finparáda.cz,https://www.finparada.cz/,,,Prague,,,1,0,1,google_search,
Top 100 Fintech Companies in Czechia (2026),https://ensun.io/search/fintech/czechia,,,Prague,,,0,0,0,google_search,
Fintech,https://www.czechtradeoffices.com/getattachment/51808562-0ce1-4322-8860-7984eff4ea76/Czech-fintech-industry.pdf,,,Prague,,,1,1,1,google_search,
E-Commerce Development in Prague,https://elitics.io/en/industries/ecommerce/prague,,,Prague,,,0,0,1,google_search,
Ecommerce Prague,https://www.facebook.com/p/Ecommerce-Prague-61553282948243/,,,Prague,,,1,1,1,google_search,
CyberArk,https://www.cyberark.com/resources/ebooks/addressing-security-compliance-with-privileged-access-management,,,Prague,,,0,0,1,google_search,
Novicom,https://www.novicom.cz/en/,,,Prague,,,1,1,1,google_search,
Rapid7 in Prague,https://careers.rapid7.com/rapid7-in-prague,,,Prague,,,1,1,1,google_search,
Mobile Apps,https://www.riganti.cz/en/mobile-apps,,,Prague,,,1,1,1,google_search,
Mobile App Development,https://www.codingbear.com/en/mobile-app-development,,,Prague,,,1,1,1,google_search,
Mobile application development,https://www.damidev.com/en/mobile-apps-development,,,Prague,,,0,0,1,google_search,
"Application development. Mobile, web, car, smart devices.",https://www.emanprague.com/en/,,,Prague,,,0,0,0,google_search,
Mobile SDK developer,https://niceprague.team/mobile-sdk-developer/,,,Prague,,,1,1,1,google_search,
IT company in Prague,https://pixel-mate.com/product-build,,,Prague,,,1,1,1,google_search,
Vývoj webových aplikací,https://www.masterapp.cz/en/web-applications/,,,Prague,,,1,1,0,google_search,
ORBIT: Cloud l Security l Modern Workplace l IT consolidation,https://www.orbit.cz/en/,,,Prague,,,1,0,0,google_search,
About us,https://www.gcsystem.cz/en-gb/about-us,,,Prague,,,1,1,1,google_search,
"Cloud, cloud services",https://www.casablanca.cz/en/cloud,,,Prague,,,1,1,1,google_search,
Cloud services,https://vc.vscht.cz/navody/cloud?jazyk=en,,,Prague,,,1,1,1,google_search,
